Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type,PwD
12010,4,0,1,2022,64,5500.0,4360.0,2,0
12011,4,0,1,2022,64,1269.0,1103.0,0,0
12012,4,0,0,2022,59,695.0,680.0,4,0
12013,4,0,1,2022,81,1191.0,738.0,1,0
12014,4,0,0,2022,64,11453.0,10036.0,2,0
12015,4,0,1,2022,81,882.0,559.0,3,0
12016,4,0,1,2022,76,1.0,1.0,3,1
12017,4,0,1,2022,85,58.0,58.0,1,1
12018,4,0,1,2022,81,2107.0,1577.0,2,0
12019,4,0,1,2022,103,60.0,60.0,1,1
12020,4,0,1,2022,103,649.0,190.0,0,0
12021,4,0,1,2022,138,70.0,33.0,1,1
12022,4,0,1,2022,111,145.0,145.0,2,0
12023,4,0,1,2022,138,81.0,35.0,2,0
12024,4,0,1,2022,142,168.0,168.0,2,0
12025,4,0,0,2022,149,833.0,716.0,4,0
12026,4,0,1,2022,149,3783.0,2476.0,2,0
12027,4,0,1,2022,149,60.0,169.0,2,0
12028,17,0,0,2022,76,1309.0,1286.0,3,0
12029,17,0,0,2022,84,2323.0,2245.0,3,0
12030,17,0,0,2022,67,20745.0,17662.0,2,0
12031,17,0,0,2022,76,139.0,139.0,2,0
12032,17,0,1,2022,84,2742.0,1888.0,1,0
12033,17,0,1,2022,84,844.0,718.0,4,0
12034,17,0,0,2022,103,19876.0,19812.0,2,0
12035,3,0,0,2022,70,9188.0,9188.0,1,0
12036,3,0,1,2022,71,2186.0,2186.0,0,0
12037,3,0,1,2022,84,6631.0,5136.0,2,0
12038,3,0,0,2022,138,2678.0,2678.0,0,0
12039,3,0,1,2022,138,978.0,532.0,4,0
12040,3,0,0,2022,152,3442.0,3442.0,0,0
12041,3,0,1,2022,152,2429.0,2170.0,3,0
12042,3,0,1,2022,153,1357.0,1357.0,4,0
12043,4,0,1,2022,40,564.0,372.0,0,0
12044,4,0,1,2022,59,461.0,337.0,0,0
12045,4,0,1,2022,67,2.0,2.0,0,1
12046,4,0,1,2022,81,437.0,377.0,0,0
12047,4,0,0,2022,81,1693.0,1693.0,1,0
12048,4,0,0,2022,81,1215.0,1215.0,3,0
12049,4,0,1,2022,81,436.0,274.0,4,0
12050,4,0,1,2022,84,28.0,28.0,1,1
12051,4,0,0,2022,85,445.0,273.0,0,0
12052,4,0,1,2022,85,303.0,138.0,3,0
12053,4,0,1,2022,103,123.0,123.0,2,0
12054,4,0,0,2022,103,1684.0,1606.0,3,0
12055,4,0,1,2022,111,1469.0,1095.0,3,0
12056,4,0,0,2022,138,503.0,349.0,4,0
12057,4,0,0,2022,142,4102.0,3531.0,2,0
12058,4,0,0,2022,142,3300.0,2992.0,1,0
12059,4,0,1,2022,149,1066.0,890.0,3,0
12060,17,0,1,2022,79,521.0,466.0,0,0
12061,17,0,1,2022,79,1678.0,1239.0,1,0
12062,17,0,1,2022,84,6946.0,4618.0,2,0
12063,17,0,0,2022,84,887.0,887.0,4,0
12064,17,0,1,2022,103,11691.0,8818.0,2,0
12065,17,0,1,2022,103,1877.0,1865.0,0,0
12066,3,0,1,2022,70,2050.0,2050.0,0,0
12067,3,0,1,2022,71,1720.0,1720.0,3,0
12068,3,0,1,2022,76,355.0,346.0,0,0
12069,3,0,1,2022,88,1190.0,1190.0,3,0
12070,3,0,1,2022,140,1058.0,1058.0,4,0
12071,4,0,1,2022,0,164.0,164.0,2,0
12072,4,0,1,2022,0,1211.0,698.0,1,0
12073,4,0,1,2022,40,2029.0,1372.0,1,0
12074,4,0,0,2022,40,1924.0,1924.0,1,0
12075,4,0,0,2022,59,4591.0,2571.0,2,0
12076,4,0,1,2022,64,1788.0,1161.0,3,0
12077,4,0,1,2022,64,1024.0,969.0,4,0
12078,4,0,0,2022,67,7079.0,4728.0,2,0
12079,4,0,1,2022,76,2.0,2.0,0,1
12080,4,0,0,2022,103,3349.0,2113.0,2,0
12081,4,0,0,2022,103,308.0,308.0,4,0
12082,4,0,1,2022,111,847.0,715.0,4,0
12083,17,0,1,2022,79,3974.0,3604.0,2,0
12084,17,0,1,2022,79,10.0,10.0,2,0
12085,3,0,1,2022,69,4961.0,4717.0,1,0
12086,3,0,1,2022,70,14813.0,14571.0,2,0
12087,3,0,0,2022,71,3673.0,3584.0,3,0
12088,3,0,1,2022,76,21.0,21.0,0,1
12089,3,0,0,2022,76,787.0,787.0,0,0
12090,3,0,0,2022,76,2212.0,1208.0,1,0
12091,3,0,0,2022,84,4801.0,4126.0,1,0
12092,3,0,0,2022,95,1386.0,1264.0,3,0
12093,3,0,0,2022,138,6902.0,5713.0,1,0
12094,4,0,1,2022,67,156.0,141.0,2,0
12095,4,0,1,2022,67,1633.0,1022.0,1,0
12096,4,0,1,2022,76,5.0,2.0,2,0
12097,4,0,1,2022,76,2.0,1.0,1,1
12098,4,0,0,2022,76,107.0,63.0,3,0
12099,4,0,1,2022,100,1045.0,873.0,3,0
12100,4,0,1,2022,138,836.0,357.0,1,0
12101,4,0,1,2022,138,369.0,142.0,3,0
12102,4,0,1,2022,149,793.0,572.0,0,0
12103,17,0,1,2022,42,5410.0,4900.0,1,0
12104,17,0,0,2022,76,1087.0,1087.0,0,0
12105,3,0,0,2022,69,18771.0,18771.0,2,0
12106,3,0,1,2022,70,5008.0,4987.0,1,0
12107,3,0,1,2022,95,662.0,614.0,0,0
12108,3,0,1,2022,138,68.0,68.0,2,0
12109,3,0,0,2022,143,3285.0,3285.0,3,0
12110,3,0,1,2022,153,5316.0,5277.0,1,0
12111,4,0,0,2022,76,136.0,29.0,1,0
12112,4,0,1,2022,76,9.0,1.0,4,0
12113,4,0,0,2022,81,4590.0,3238.0,2,0
12114,4,0,0,2022,85,1901.0,1379.0,2,0
12115,4,0,0,2022,85,553.0,553.0,4,0
12116,4,0,1,2022,100,2381.0,1116.0,2,0
12117,4,0,1,2022,100,640.0,555.0,4,0
12118,4,0,0,2022,100,904.0,904.0,4,0
12119,4,0,1,2022,111,2680.0,2088.0,1,0
12120,4,0,1,2022,142,991.0,883.0,1,0
12121,4,0,1,2022,149,2075.0,1243.0,1,0
12122,17,0,0,2022,42,4097.0,4097.0,0,0
12123,17,0,1,2022,42,1446.0,1433.0,4,0
12124,17,0,1,2022,76,310.0,263.0,4,0
12125,17,0,0,2022,79,1281.0,1281.0,0,0
12126,17,0,0,2022,79,1812.0,1812.0,3,0
12127,3,0,1,2022,67,13624.0,9193.0,2,0
12128,3,0,1,2022,71,15033.0,14982.0,2,0
12129,3,0,1,2022,84,661.0,636.0,4,0
12130,3,0,1,2022,95,11.0,11.0,0,1
12131,3,0,1,2022,141,2321.0,2321.0,3,0
12132,4,0,0,2022,0,3680.0,2993.0,1,0
12133,4,0,1,2022,0,726.0,275.0,3,0
12134,4,0,0,2022,0,231.0,231.0,4,0
12135,4,0,1,2022,40,427.0,427.0,4,0
12136,4,0,1,2022,59,698.0,416.0,3,0
12137,4,0,0,2022,64,1968.0,1968.0,0,0
12138,4,0,1,2022,67,3471.0,1941.0,2,0
12139,4,0,1,2022,67,851.0,253.0,3,0
12140,4,0,1,2022,85,228.0,117.0,0,0
12141,4,0,1,2022,100,118.0,118.0,2,0
12142,4,0,1,2022,103,1452.0,200.0,2,0
12143,4,0,0,2022,103,1187.0,1187.0,0,0
12144,17,0,1,2022,42,2917.0,2798.0,3,0
12145,17,0,1,2022,67,2347.0,1995.0,3,0
12146,17,0,0,2022,76,2572.0,2446.0,1,0
12147,3,0,0,2022,67,2464.0,2464.0,3,0
12148,3,0,0,2022,70,1473.0,1473.0,4,0
12149,3,0,1,2022,71,5176.0,4734.0,1,0
12150,3,0,1,2022,140,2055.0,2036.0,3,0
12151,3,0,0,2022,141,7954.0,7954.0,1,0
12152,3,0,0,2022,141,3317.0,3317.0,3,0
12153,3,0,1,2022,143,11778.0,10269.0,2,0
12154,3,0,1,2022,141,1049.0,1049.0,4,0
12155,3,0,1,2022,143,2306.0,2306.0,3,0
12156,4,0,1,2022,0,396.0,317.0,4,0
12157,4,0,0,2022,64,2399.0,2399.0,3,0
12158,4,0,1,2022,67,257.0,72.0,4,0
12159,4,0,0,2022,84,534.0,61.0,3,0
12160,4,0,1,2022,84,135.0,35.0,3,0
12161,4,0,0,2022,85,1315.0,843.0,1,0
12162,4,0,1,2022,138,222.0,26.0,4,0
12163,17,0,0,2022,42,22169.0,18277.0,2,0
12164,17,0,0,2022,79,6490.0,6307.0,2,0
12165,17,0,1,2022,79,505.0,479.0,4,0
12166,3,0,0,2022,71,21738.0,21738.0,2,0
12167,3,0,1,2022,76,204.0,142.0,4,0
12168,3,0,0,2022,88,2607.0,2607.0,3,0
12169,3,0,1,2022,88,854.0,854.0,4,0
12170,3,0,1,2022,153,2248.0,2248.0,0,0
12171,4,0,0,2022,0,1325.0,1220.0,0,0
12172,4,0,1,2022,64,3138.0,2261.0,1,0
12173,4,0,1,2022,67,68.0,38.0,1,1
12174,4,0,1,2022,76,61.0,2.0,2,0
12175,4,0,0,2022,76,45.0,45.0,1,1
12176,4,0,0,2022,84,158.0,158.0,2,0
12177,4,0,1,2022,84,304.0,99.0,1,0
12178,4,0,1,2022,85,217.0,105.0,4,0
12179,4,0,0,2022,111,5508.0,5228.0,1,0
12180,4,0,0,2022,138,958.0,556.0,0,0
12181,4,0,1,2022,142,1492.0,1409.0,2,0
12182,17,0,0,2022,84,2034.0,2034.0,0,0
12183,3,0,0,2022,67,990.0,990.0,4,0
12184,3,0,1,2022,69,2375.0,2375.0,3,0
12185,3,0,1,2022,70,2628.0,2621.0,3,0
12186,3,0,1,2022,71,910.0,910.0,4,0
12187,3,0,0,2022,88,11359.0,11359.0,2,0
12188,3,0,1,2022,95,390.0,338.0,4,0
12189,3,0,1,2022,143,4374.0,4096.0,1,0
12190,3,0,0,2022,152,18693.0,18657.0,2,0
12191,4,0,0,2022,0,1141.0,470.0,3,0
12192,4,0,1,2022,40,2158.0,552.0,2,0
12193,4,0,0,2022,64,1278.0,1278.0,4,0
12194,4,0,1,2022,81,61.0,61.0,2,0
12195,4,0,0,2022,81,674.0,674.0,0,0
12196,4,0,0,2022,81,1102.0,1102.0,4,0
12197,4,0,1,2022,100,651.0,582.0,0,0
12198,4,0,0,2022,103,3254.0,1758.0,1,0
12199,4,0,1,2022,111,4736.0,3926.0,2,0
12200,4,0,0,2022,138,3036.0,971.0,2,0
12201,4,0,0,2022,138,2465.0,1060.0,1,0
12202,4,0,1,2022,138,10.0,10.0,3,1
12203,4,0,1,2022,142,411.0,410.0,0,0
12204,4,0,1,2022,149,602.0,406.0,4,0
12205,17,0,0,2022,67,8017.0,7402.0,1,0
12206,17,0,1,2022,67,2019.0,1913.0,0,0
12207,17,0,0,2022,76,5988.0,5239.0,2,0
12208,17,0,0,2022,79,559.0,559.0,4,0
12209,17,0,1,2022,84,1195.0,918.0,0,0
12210,17,0,0,2022,84,5828.0,3238.0,1,0
12211,17,0,0,2022,103,3188.0,3188.0,0,0
12212,3,0,0,2022,76,225.0,225.0,4,0
12213,3,0,1,2022,77,545.0,545.0,3,0
12214,3,0,0,2022,84,10729.0,8389.0,2,0
12215,3,0,1,2022,84,2490.0,1884.0,1,0
12216,3,0,1,2022,95,1701.0,1318.0,1,0
12217,3,0,0,2022,95,853.0,853.0,4,0
12218,3,0,0,2022,138,2505.0,2505.0,3,0
12219,3,0,1,2022,141,1798.0,1798.0,0,0
12220,3,0,1,2022,141,4368.0,4107.0,1,0
12221,4,0,1,2022,76,23.0,1.0,3,0
12222,4,0,0,2022,84,203.0,155.0,0,0
12223,4,0,0,2022,100,5145.0,4336.0,1,0
12224,4,0,1,2022,103,615.0,322.0,4,0
12225,4,0,1,2022,111,1001.0,854.0,0,0
12226,4,0,0,2022,111,1239.0,1239.0,4,0
12227,4,0,0,2022,149,8417.0,6625.0,2,0
12228,17,0,1,2022,67,12801.0,10378.0,2,0
12229,17,0,0,2022,67,3390.0,3390.0,0,0
12230,17,0,1,2022,67,864.0,813.0,4,0
12231,17,0,0,2022,76,307.0,307.0,4,0
12232,17,0,0,2022,79,2866.0,2623.0,1,0
12233,17,0,0,2022,84,11782.0,8217.0,2,0
12234,3,0,1,2022,76,2769.0,1702.0,2,0
12235,3,0,0,2022,76,5436.0,3119.0,2,0
12236,3,0,0,2022,76,725.0,725.0,3,0
12237,3,0,1,2022,77,1240.0,1156.0,1,0
12238,3,0,1,2022,84,1140.0,829.0,0,0
12239,3,0,0,2022,84,1052.0,1052.0,4,0
12240,3,0,0,2022,95,6884.0,5949.0,2,0
12241,3,0,0,2022,95,959.0,959.0,0,0
12242,3,0,0,2022,95,3246.0,2826.0,1,0
12243,3,0,1,2022,138,9074.0,7249.0,2,0
12244,3,0,1,2022,138,2013.0,1497.0,3,0
12245,3,0,0,2022,140,16897.0,16897.0,2,0
12246,3,0,1,2022,141,12484.0,10951.0,2,0
12247,3,0,1,2022,152,5010.0,4661.0,1,0
12248,3,0,0,2022,152,3643.0,3643.0,3,0
12249,3,0,1,2022,152,1269.0,1269.0,4,0
12250,3,0,0,2022,153,21645.0,21645.0,2,0
12251,4,0,0,2022,0,4081.0,2312.0,2,0
12252,4,0,1,2022,0,8.0,8.0,3,1
12253,4,0,0,2022,40,3895.0,1248.0,2,0
12254,4,0,1,2022,59,13.0,10.0,1,1
12255,4,0,0,2022,67,612.0,526.0,4,0
12256,4,0,1,2022,84,369.0,103.0,2,0
12257,4,0,1,2022,103,1569.0,1061.0,1,0
12258,4,0,1,2022,103,774.0,498.0,3,0
12259,4,0,1,2022,142,469.0,443.0,3,0
12260,4,0,0,2022,142,1349.0,1349.0,3,0
12261,17,0,0,2022,67,1255.0,1255.0,4,0
12262,17,0,1,2022,76,1212.0,764.0,1,0
12263,17,0,1,2022,76,59.0,59.0,1,1
12264,3,0,0,2022,67,3334.0,3334.0,0,0
12265,3,0,1,2022,67,737.0,677.0,4,0
12266,3,0,1,2022,77,459.0,459.0,0,0
12267,3,0,0,2022,77,2716.0,2716.0,1,0
12268,3,0,1,2022,95,178.0,178.0,2,0
12269,3,0,1,2022,95,1090.0,876.0,3,0
12270,3,0,1,2022,140,1684.0,1684.0,0,0
12271,3,0,0,2022,140,8336.0,8336.0,1,0
12272,3,0,1,2022,143,1756.0,1724.0,0,0
12273,4,0,1,2022,59,137.0,94.0,2,0
12274,4,0,0,2022,59,1145.0,934.0,0,0
12275,4,0,0,2022,64,6728.0,6306.0,1,0
12276,4,0,0,2022,67,4889.0,2638.0,1,0
12277,4,0,0,2022,76,55.0,11.0,4,0
12278,4,0,0,2022,84,1341.0,1065.0,2,0
12279,4,0,1,2022,84,114.0,64.0,0,0
12280,4,0,1,2022,85,114.0,114.0,2,0
12281,4,0,0,2022,111,2454.0,2454.0,3,0
12282,4,0,0,2022,138,1039.0,625.0,3,0
12283,4,0,1,2022,142,303.0,292.0,4,0
12284,4,0,0,2022,149,1710.0,1471.0,0,0
12285,4,0,0,2022,149,2312.0,1871.0,3,0
12286,17,0,0,2022,42,3915.0,3915.0,3,0
12287,17,0,1,2022,67,4468.0,3730.0,1,0
12288,17,0,1,2022,76,636.0,447.0,3,0
12289,3,0,0,2022,67,21674.0,16138.0,2,0
12290,3,0,0,2022,69,3561.0,3561.0,3,0
12291,3,0,0,2022,70,22114.0,22114.0,2,0
12292,3,0,1,2022,76,366.0,280.0,3,0
12293,3,0,1,2022,77,3240.0,2821.0,2,0
12294,3,0,1,2022,77,371.0,371.0,4,0
12295,3,0,1,2022,88,2827.0,2653.0,1,0
12296,3,0,1,2022,84,1440.0,1155.0,3,0
12297,3,0,0,2022,143,19294.0,19294.0,2,0
12298,4,0,1,2022,0,496.0,236.0,0,0
12299,4,0,0,2022,59,1343.0,885.0,3,0
12300,4,0,1,2022,59,404.0,270.0,4,0
12301,4,0,1,2022,67,693.0,457.0,0,0
12302,4,0,0,2022,76,305.0,16.0,2,0
12303,4,0,1,2022,85,866.0,374.0,2,0
12304,4,0,1,2022,85,542.0,351.0,1,0
12305,4,0,0,2022,85,832.0,543.0,3,0
12306,4,0,0,2022,100,5022.0,3498.0,2,0
12307,4,0,0,2022,100,1567.0,1567.0,3,0
12308,4,0,1,2022,138,328.0,175.0,0,0
12309,4,0,0,2022,149,5086.0,3797.0,1,0
12310,17,0,1,2022,42,15216.0,12757.0,2,0
12311,17,0,1,2022,76,9.0,9.0,0,1
12312,17,0,1,2022,79,966.0,825.0,3,0
12313,17,0,1,2022,84,1613.0,969.0,3,0
12314,17,0,0,2022,103,9020.0,8533.0,1,0
12315,17,0,0,2022,103,3556.0,3556.0,3,0
12316,3,0,0,2022,67,8015.0,6261.0,1,0
12317,3,0,1,2022,76,34.0,34.0,1,1
12318,3,0,0,2022,77,5048.0,5048.0,2,0
12319,3,0,1,2022,88,7729.0,6646.0,2,0
12320,3,0,1,2022,138,1492.0,1314.0,0,0
12321,3,0,0,2022,140,1430.0,1430.0,4,0
12322,3,0,1,2022,152,2185.0,2185.0,0,0
12323,3,0,1,2022,153,14970.0,13731.0,2,0
12324,4,0,1,2022,0,14.0,14.0,1,1
12325,4,0,1,2022,40,742.0,548.0,3,0
12326,4,0,0,2022,40,2391.0,2391.0,3,0
12327,4,0,1,2022,59,2081.0,1420.0,2,0
12328,4,0,0,2022,67,1628.0,1370.0,0,0
12329,4,0,0,2022,67,1817.0,1193.0,3,0
12330,4,0,0,2022,76,57.0,48.0,0,0
12331,4,0,1,2022,76,51.0,9.0,1,0
12332,4,0,1,2022,76,2.0,2.0,4,1
12333,4,0,0,2022,84,650.0,247.0,1,0
12334,4,0,0,2022,84,208.0,208.0,4,0
12335,4,0,0,2022,85,82.0,82.0,2,0
12336,4,0,0,2022,100,1825.0,1825.0,0,0
12337,4,0,1,2022,100,1710.0,1204.0,1,0
12338,4,0,1,2022,138,1406.0,141.0,2,0
12339,17,0,1,2022,76,462.0,419.0,0,0
12340,5,0,1,2022,54,4797.0,2747.0,2,0
12341,17,0,1,2022,138,2092.0,1633.0,3,0
12342,5,0,1,2022,54,2631.0,2173.0,1,0
12343,5,0,1,2022,59,565.0,518.0,4,0
12344,5,0,1,2022,59,44.0,44.0,2,0
12345,5,0,1,2022,59,2343.0,1261.0,2,0
12346,5,0,1,2022,76,87.0,30.0,1,0
12347,5,0,1,2022,77,80.0,71.0,3,0
12348,5,0,1,2022,76,4.0,4.0,4,1
12349,5,0,1,2022,87,516.0,384.0,1,0
12350,5,0,1,2022,77,49.0,46.0,4,0
12351,5,0,0,2022,108,2792.0,1361.0,2,0
12352,5,0,1,2022,103,1275.0,829.0,3,0
12353,5,0,1,2022,84,23.0,23.0,1,1
12354,5,0,0,2022,127,5778.0,5148.0,1,0
12355,5,0,1,2022,127,2249.0,1015.0,1,0
12356,5,0,1,2022,179,1759.0,1424.0,3,0
12357,5,0,1,2022,127,1261.0,1157.0,3,0
12358,11,0,1,2022,76,60.0,29.0,2,0
12359,5,0,1,2022,138,401.0,247.0,0,0
12360,11,0,0,2022,138,1332.0,1332.0,4,0
12361,5,0,0,2022,175,5549.0,5313.0,1,0
12362,15,0,1,2022,0,2302.0,1590.0,1,0
12363,15,0,0,2022,0,1887.0,1887.0,3,0
12364,15,0,1,2022,2,3865.0,3197.0,1,0
12365,15,0,1,2022,1,719.0,719.0,4,0
12366,15,0,1,2022,9,1297.0,1247.0,4,0
12367,15,0,1,2022,3,2332.0,2116.0,3,0
12368,15,0,1,2022,4,1470.0,1292.0,4,0
12369,15,0,0,2022,9,1539.0,1539.0,4,0
12370,15,0,1,2022,59,1240.0,715.0,3,0
12371,15,0,1,2022,9,2610.0,2581.0,0,0
12372,15,0,1,2022,60,2749.0,2380.0,1,0
12373,15,0,1,2022,54,1785.0,1448.0,3,0
12374,15,0,0,2022,60,2038.0,2038.0,3,0
12375,15,0,0,2022,54,3167.0,3167.0,3,0
12376,15,0,0,2022,67,2302.0,1909.0,3,0
12377,15,0,0,2022,81,9527.0,7712.0,2,0
12378,15,0,0,2022,92,5059.0,3970.0,2,0
12379,15,0,1,2022,92,712.0,461.0,3,0
12380,15,0,0,2022,92,1308.0,1308.0,3,0
12381,15,0,1,2022,112,4907.0,4180.0,1,0
12382,15,0,1,2022,96,510.0,235.0,1,0
12383,15,0,1,2022,121,4991.0,4349.0,2,0
12384,15,0,0,2022,96,1252.0,484.0,1,0
12385,15,0,0,2022,120,605.0,605.0,4,0
12386,15,0,1,2022,97,320.0,260.0,0,0
12387,15,0,1,2022,121,1157.0,1014.0,0,0
12388,15,0,1,2022,112,11592.0,8524.0,2,0
12389,5,0,0,2022,54,5994.0,4554.0,1,0
12390,5,0,1,2022,54,1601.0,940.0,3,0
12391,5,0,0,2022,54,2103.0,1822.0,3,0
12392,5,0,1,2022,54,924.0,697.0,4,0
12393,5,0,1,2022,60,626.0,598.0,4,0
12394,5,0,0,2022,59,1016.0,840.0,3,0
12395,5,0,0,2022,59,764.0,764.0,4,0
12396,5,0,0,2022,76,92.0,58.0,4,0
12397,5,0,0,2022,60,1578.0,1536.0,3,0
12398,5,0,0,2022,77,305.0,305.0,3,0
12399,5,0,0,2022,84,1572.0,1079.0,2,0
12400,5,0,0,2022,67,8274.0,4603.0,2,0
12401,5,0,1,2022,76,3.0,3.0,1,1
12402,5,0,1,2022,84,39.0,30.0,2,0
12403,5,0,0,2022,84,1484.0,1106.0,1,0
12404,5,0,0,2022,84,28.0,28.0,2,0
12405,5,0,1,2022,100,627.0,529.0,4,0
12406,5,0,1,2022,84,220.0,73.0,3,0
12407,5,0,1,2022,100,1910.0,1336.0,1,0
12408,5,0,0,2022,108,2526.0,2495.0,1,0
12409,5,0,0,2022,103,6738.0,4007.0,2,0
12410,5,0,1,2022,108,835.0,517.0,1,0
12411,5,0,0,2022,127,10094.0,9160.0,2,0
12412,5,0,1,2022,103,1968.0,1199.0,1,0
12413,5,0,1,2022,133,6.0,6.0,0,1
12414,5,0,1,2022,134,401.0,314.0,2,0
12415,5,0,0,2022,133,933.0,642.0,1,0
12416,5,0,1,2022,67,860.0,362.0,3,0
12417,5,0,0,2022,138,1260.0,965.0,3,0
12418,11,0,1,2022,67,1623.0,1528.0,0,0
12419,11,0,0,2022,67,2701.0,2565.0,3,0
12420,11,0,1,2022,76,122.0,84.0,4,0
12421,5,0,1,2022,77,59.0,39.0,0,0
12422,11,0,1,2022,67,637.0,550.0,4,0
12423,11,0,0,2022,76,227.0,227.0,4,0
12424,5,0,0,2022,87,541.0,541.0,0,0
12425,11,0,0,2022,84,1789.0,1611.0,3,0
12426,5,0,0,2022,87,2005.0,1927.0,1,0
12427,11,0,1,2022,84,1613.0,1235.0,1,0
12428,11,0,0,2022,138,6469.0,5539.0,1,0
12429,11,0,0,2022,149,3127.0,3127.0,0,0
12430,5,0,1,2022,100,2839.0,2360.0,2,0
12431,15,0,0,2022,1,1616.0,1616.0,3,0
12432,5,0,0,2022,100,5546.0,5537.0,1,0
12433,15,0,0,2022,4,3876.0,3876.0,0,0
12434,15,0,0,2022,2,2805.0,2805.0,0,0
12435,15,0,0,2022,3,1526.0,1526.0,4,0
12436,5,0,0,2022,100,1946.0,1946.0,0,0
12437,15,0,1,2022,3,11268.0,9295.0,2,0
12438,5,0,0,2022,108,886.0,886.0,3,0
12439,15,0,0,2022,4,8841.0,8547.0,1,0
12440,15,0,0,2022,3,3198.0,3198.0,0,0
12441,15,0,1,2022,55,2045.0,824.0,3,0
12442,5,0,0,2022,103,2078.0,1804.0,3,0
12443,15,0,1,2022,3,1263.0,1163.0,4,0
12444,5,0,1,2022,127,4259.0,2966.0,2,0
12445,15,0,0,2022,55,6999.0,6999.0,1,0
12446,15,0,1,2022,4,2181.0,2049.0,0,0
12447,15,0,1,2022,60,1520.0,1368.0,3,0
12448,5,0,0,2022,127,1735.0,1735.0,3,0
12449,15,0,0,2022,54,6644.0,6644.0,1,0
12450,5,0,1,2022,134,116.0,99.0,4,0
12451,15,0,1,2022,67,508.0,476.0,4,0
12452,15,0,0,2022,55,15908.0,13568.0,2,0
12453,15,0,0,2022,73,2316.0,2316.0,3,0
12454,11,0,1,2022,67,10568.0,8276.0,2,0
12455,15,0,1,2022,55,9330.0,7606.0,2,0
12456,11,0,1,2022,84,3828.0,2305.0,2,0
12457,15,0,0,2022,77,280.0,280.0,4,0
12458,15,0,0,2022,59,1676.0,1676.0,0,0
12459,15,0,1,2022,81,1132.0,819.0,4,0
12460,11,0,1,2022,138,142.0,142.0,2,0
12461,15,0,1,2022,64,4635.0,3639.0,1,0
12462,15,0,0,2022,0,4659.0,4389.0,1,0
12463,15,0,1,2022,96,14.0,14.0,0,1
12464,15,0,1,2022,67,6556.0,4479.0,2,0
12465,15,0,1,2022,120,2049.0,1407.0,1,0
12466,15,0,0,2022,0,837.0,837.0,4,0
12467,15,0,0,2022,64,1398.0,1398.0,4,0
12468,15,0,1,2022,1,2445.0,2202.0,1,0
12469,15,0,0,2022,122,5533.0,5373.0,2,0
12470,15,0,1,2022,67,2670.0,1880.0,1,0
12471,15,0,1,2022,54,1437.0,1418.0,0,0
12472,15,0,1,2022,54,942.0,120.0,4,0
12473,15,0,1,2022,76,39.0,29.0,4,0
12474,15,0,1,2022,84,77.0,77.0,2,0
12475,15,0,1,2022,64,2059.0,1708.0,0,0
12476,15,0,0,2022,84,3785.0,3052.0,2,0
12477,15,0,0,2022,67,817.0,817.0,4,0
12478,15,0,1,2022,67,1418.0,240.0,3,0
12479,15,0,1,2022,96,40.0,40.0,1,1
12480,15,0,1,2022,112,1465.0,1174.0,4,0
12481,15,0,1,2022,76,17.0,14.0,2,0
12482,15,0,1,2022,76,10.0,10.0,1,1
12483,15,0,0,2022,112,1550.0,1550.0,4,0
12484,15,0,0,2022,120,1889.0,1889.0,0,0
12485,15,0,0,2022,76,140.0,140.0,4,0
12486,15,0,1,2022,77,326.0,153.0,1,0
12487,15,0,0,2022,77,914.0,752.0,1,0
12488,15,0,0,2022,84,382.0,382.0,4,0
12489,15,0,0,2022,84,934.0,803.0,3,0
12490,15,0,0,2022,96,2410.0,1654.0,2,0
12491,15,0,1,2022,96,70.0,31.0,2,0
12492,15,0,0,2022,97,688.0,688.0,0,0
12493,15,0,1,2022,97,889.0,543.0,1,0
12494,15,0,1,2022,120,698.0,510.0,4,0
12495,15,0,1,2022,121,965.0,900.0,4,0
12496,5,0,1,2022,60,976.0,750.0,3,0
12497,5,0,1,2022,67,1750.0,1086.0,1,0
12498,5,0,1,2022,76,28.0,19.0,0,0
12499,5,0,1,2022,84,574.0,358.0,2,0
12500,5,0,0,2022,87,2088.0,1645.0,2,0
12501,5,0,1,2022,108,1314.0,819.0,2,0
12502,5,0,1,2022,108,103.0,103.0,2,0
12503,5,0,1,2022,103,2925.0,1404.0,2,0
12504,5,0,0,2022,103,5411.0,4549.0,1,0
12505,5,0,0,2022,133,169.0,167.0,0,0
12506,5,0,1,2022,133,85.0,62.0,0,0
12507,5,0,1,2022,133,20.0,20.0,1,1
12508,5,0,1,2022,133,155.0,30.0,3,0
12509,5,0,1,2022,133,96.0,32.0,4,0
12510,5,0,0,2022,138,3002.0,2312.0,1,0
12511,5,0,0,2022,175,2562.0,2146.0,3,0
12512,5,0,1,2022,179,5796.0,4097.0,2,0
12513,5,0,0,2022,179,2873.0,2606.0,3,0
12514,5,0,0,2022,179,960.0,960.0,4,0
12515,11,0,0,2022,67,16532.0,14765.0,2,0
12516,11,0,1,2022,67,1975.0,1799.0,3,0
12517,11,0,0,2022,67,1173.0,1173.0,4,0
12518,11,0,0,2022,76,2765.0,2102.0,2,0
12519,11,0,1,2022,76,270.0,176.0,3,0
12520,11,0,0,2022,84,866.0,866.0,4,0
12521,11,0,1,2022,138,7509.0,5052.0,2,0
12522,11,0,1,2022,138,857.0,746.0,4,0
