Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type,PwD
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",656.0,374.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Engineering Physics (4 Years, Bachelor of Technology)",2468.0,2468.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Engineering Physics (4 Years, Bachelor of Technology)",2774.0,2774.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",2807.0,2651.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",570.0,494.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",1922.0,1587.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",460.0,460.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",3162.0,3162.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",1985.0,1734.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Engineering Physics (4 Years, Bachelor of Technology)",3682.0,3682.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",8826.0,6151.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mining Engineering (4 Years, Bachelor of Technology)",59.0,691.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",14047.0,12364.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",500.0,192.0,SC,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Mathematics and Computing (4 Years, Bachelor of Technology)",2740.0,1887.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Mathematics and Computing (4 Years, Bachelor of Technology)",502.0,375.0,EWS,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Mathematics and Computing (4 Years, Bachelor of Technology)",1284.0,1003.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",2640.0,2640.0,EWS,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",48.0,48.0,SC,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Architecture (5 Years, Bachelor of Architecture)",6288.0,6116.0,OBC-NCL,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",696.0,322.0,ST,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",848.0,848.0,ST,false
Indian Institute of Technology Patna,AI,Female-only (including Supernumerary),2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",1539.0,1539.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",1355.0,1149.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Chemical Engineering (4 Years, Bachelor of Technology)",4724.0,3472.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",540.0,391.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Electrical Engineering (4 Years, Bachelor of Technology)",2074.0,1500.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Electrical Engineering (4 Years, Bachelor of Technology)",24.0,24.0,EWS,true
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Electrical Engineering (4 Years, Bachelor of Technology)",938.0,378.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Engineering Physics (4 Years, Bachelor of Technology)",1452.0,1252.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Geological Technology (5 Years, Integrated Master of Technology)",9941.0,9019.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Geological Technology (5 Years, Integrated Master of Technology)",17792.0,15485.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Geological Technology (5 Years, Integrated Master of Technology)",2679.0,2445.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",4633.0,3317.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",905.0,905.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",1624.0,1370.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Applied Geology (5 Years, Integrated Master of Technology)",2143.0,2140.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Applied Geophysics (5 Years, Integrated Master of Technology)",21849.0,20887.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Electrical Engineering (4 Years, Bachelor of Technology)",6933.0,5054.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",111.0,47.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Engineering Physics (4 Years, Bachelor of Technology)",4414.0,3604.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Environmental Engineering (4 Years, Bachelor of Technology)",2058.0,1970.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Environmental Engineering (4 Years, Bachelor of Technology)",744.0,744.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",821.0,720.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",4200.0,4200.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Petroleum Engineering (4 Years, Bachelor of Technology)",1666.0,1454.0,EWS,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Chemical Engineering (4 Years, Bachelor of Technology)",7740.0,7740.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",20906.0,20452.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",993.0,606.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Electrical Engineering (4 Years, Bachelor of Technology)",1514.0,1107.0,SC,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",16926.0,13637.0,OPEN,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",3097.0,2732.0,SC,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",12187.0,10365.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",465.0,462.0,ST,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3626.0,3416.0,OBC-NCL,false
Indian Institute of Technology Patna,AI,Gender-Neutral,2021,"Engineering Physics (4 Years, Bachelor of Technology)",2708.0,2472.0,SC,false
Indian Institute of Technology Patna,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",19425.0,17604.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Civil Engineering (4 Years, Bachelor of Technology)",2646.0,1905.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",5747.0,4663.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",2512.0,1942.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",196.0,120.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",6308.0,4529.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Electrical Engineering (4 Years, Bachelor of Technology)",338.0,264.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Electrical Engineering (4 Years, Bachelor of Technology)",913.0,885.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Engineering Physics (4 Years, Bachelor of Technology)",718.0,718.0,ST,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Geological Technology (5 Years, Integrated Master of Technology)",3277.0,3277.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Geophysical Technology (5 Years, Integrated Master of Technology)",16960.0,16024.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Geophysical Technology (5 Years, Integrated Master of Technology)",8290.0,7927.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",5002.0,3577.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",2951.0,2834.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",1045.0,3352.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",13222.0,11637.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",2780.0,2780.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Chemical Engineering (4 Years, Bachelor of Technology)",3879.0,3239.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Engineering Physics (4 Years, Bachelor of Technology)",16360.0,16056.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Environmental Engineering (4 Years, Bachelor of Technology)",5303.0,4557.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",2647.0,2464.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Mining Engineering (4 Years, Bachelor of Technology)",8797.0,8230.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Petroleum Engineering (4 Years, Bachelor of Technology)",11387.0,8401.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1876.0,1032.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",3.0,3.0,EWS,true
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",2717.0,1713.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",7983.0,6819.0,OBC-NCL,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Architecture (5 Years, Bachelor of Architecture)",2639.0,2615.0,EWS,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",20345.0,18874.0,OPEN,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Ceramic Engineering (4 Years, Bachelor of Technology)",21712.0,19868.0,OPEN,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Ceramic Engineering (4 Years, Bachelor of Technology)",1987.0,1693.0,EWS,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",868.0,836.0,ST,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1242.0,1242.0,SC,false
Indian Institute of Technology Patna,AI,Gender-Neutral,2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",1376.0,1249.0,EWS,false
Indian Institute of Technology Patna,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",215.0,2960.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",865.0,865.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",18104.0,16557.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",160.0,160.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",10.0,10.0,OBC-NCL,true
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",245.0,182.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Geological Technology (5 Years, Integrated Master of Technology)",4552.0,3973.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Geological Technology (5 Years, Integrated Master of Technology)",1259.0,1259.0,ST,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Geophysical Technology (5 Years, Integrated Master of Technology)",1251.0,1251.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",1591.0,1121.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",495.0,340.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",1658.0,1529.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Chemical Engineering (4 Years, Bachelor of Technology)",10397.0,8480.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",5666.0,2840.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mathematics and Computing (5 Years, Integrated Master of Technology)",1585.0,1098.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1275.0,1079.0,EWS,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Electrical Engineering (4 Years, Bachelor of Technology)",2245.0,2061.0,SC,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Mathematics and Computing (4 Years, Bachelor of Technology)",812.0,614.0,SC,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",8012.0,5933.0,OPEN,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Architecture (5 Years, Bachelor of Architecture)",19015.0,17493.0,OPEN,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",13323.0,12088.0,OPEN,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",5291.0,4399.0,OBC-NCL,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Ceramic Engineering (4 Years, Bachelor of Technology)",690.0,366.0,ST,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2485.0,2485.0,SC,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Chemical Engineering (4 Years, Bachelor of Technology)",3014.0,2666.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",3070.0,3070.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",7564.0,5119.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",10486.0,5347.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",414.0,32.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",10352.0,10324.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",2943.0,2367.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",207.0,207.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Engineering Physics (4 Years, Bachelor of Technology)",11078.0,8953.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",1033.0,1033.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Applied Geophysics (5 Years, Integrated Master of Technology)",4367.0,4367.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Applied Geophysics (5 Years, Integrated Master of Technology)",405.0,405.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Chemical Engineering (4 Years, Bachelor of Technology)",18935.0,16541.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",2170.0,1505.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Electrical Engineering (4 Years, Bachelor of Technology)",5351.0,4089.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",5047.0,3224.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Engineering Physics (4 Years, Bachelor of Technology)",8606.0,7811.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Environmental Engineering (4 Years, Bachelor of Technology)",2728.0,2194.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",1218.0,1068.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",639.0,3142.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",4240.0,4240.0,EWS,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",906.0,906.0,ST,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",5015.0,2882.0,OPEN,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Electrical Engineering (4 Years, Bachelor of Technology)",11573.0,5107.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",296.0,244.0,ST,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Ceramic Engineering (4 Years, Bachelor of Technology)",2157.0,1568.0,SC,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5357.0,5216.0,OBC-NCL,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Chemical Engineering (4 Years, Bachelor of Technology)",3070.0,2350.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Architecture (5 Years, Bachelor of Architecture)",2450.0,2322.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Architecture (5 Years, Bachelor of Architecture)",252.0,2207.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Chemical Engineering (4 Years, Bachelor of Technology)",272.0,200.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Civil Engineering (4 Years, Bachelor of Technology)",180.0,162.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Civil Engineering (4 Years, Bachelor of Technology)",1351.0,671.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",1197.0,1083.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Geological Technology (5 Years, Integrated Master of Technology)",3908.0,3908.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",1012.0,979.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",1272.0,1127.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",972.0,829.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Applied Geology (5 Years, Integrated Master of Technology)",5556.0,5313.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Applied Geology (5 Years, Integrated Master of Technology)",2984.0,2574.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Electrical Engineering (4 Years, Bachelor of Technology)",749.0,508.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",553.0,413.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Environmental Engineering (4 Years, Bachelor of Technology)",14199.0,11823.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Environmental Engineering (4 Years, Bachelor of Technology)",637.0,447.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",23049.0,21433.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",1824.0,1699.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",1700.0,1700.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",2220.0,1705.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Petroleum Engineering (4 Years, Bachelor of Technology)",4342.0,3549.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Chemical Engineering (4 Years, Bachelor of Technology)",2155.0,1671.0,SC,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Chemical Engineering (4 Years, Bachelor of Technology)",2978.0,2978.0,SC,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",9024.0,8779.0,OBC-NCL,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Architecture (5 Years, Bachelor of Architecture)",2339.0,2339.0,SC,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3011.0,3005.0,SC,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Chemical Engineering (4 Years, Bachelor of Technology)",24.0,800.0,ST,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Civil Engineering (4 Years, Bachelor of Technology)",1773.0,1382.0,SC,false
Indian Institute of Technology Patna,AI,Female-only (including Supernumerary),2021,"Engineering Physics (4 Years, Bachelor of Technology)",8929.0,8401.0,OBC-NCL,false
Indian Institute of Technology Patna,AI,Gender-Neutral,2021,"Engineering Physics (4 Years, Bachelor of Technology)",520.0,470.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",2780.0,2677.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",636.0,618.0,ST,false
